title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category,folder
Regulations on Promoting Intelligent Manufacturing Development in Tianjin,27.09.2021,city,Tianjin,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/天津市促进智能制造发展条例(FBM-CLI.10.4282554).txt,3_local_regulations,data protection
Nanchang City Digital Economy Promotion Regulations,28.10.2022,city,Nanchang,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work']",[],"['Information Processing', 'Information Dissemination']",Regulations to promote digital economy development.,FALSE,3_local_regulations/南昌市数字经济促进条例(FBM-CLI.10.5710915).txt,3_local_regulations,data protection
Suzhou Safe Construction Regulations (2025 Revision),29.09.2022,provincial,Jiangsu Province,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/苏州市平安建设条例(2025修正)(FBM-CLI.10.8694659).txt,3_local_regulations,data protection
Guizhou Province Social Credit Regulations,14.10.2022,provincial,Guizhou Province,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulations for social credit information management.,FALSE,3_local_regulations/贵州省社会信用条例(FBM-CLI.10.5594967).txt,3_local_regulations,data protection
Measures for Implementing the Law on the Protection of Minors in Tibet Autonomous Region (2024 Revision),24.01.2024,provincial,Tibet Autonomous Region,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' rights and promotes their well-being.,TRUE,3_local_regulations/西藏自治区实施《中华人民共和国未成年人保护...(FBM-CLI.10.7356728).txt,3_local_regulations,data protection
Suzhou Data Regulation,28.10.2022,city,Suzhou,FALSE,general,"['Access & Copy', 'Erasure', 'Automated Decision-Making Transparency']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data processing and privacy protection.,TRUE,3_local_regulations/苏州市数据条例(FBM-CLI.10.5667597).txt,3_local_regulations,data protection
Regulations on the Protection of Ecological and Cultural Resources in the Dawangshan Area of Changsha City,31.03.2017,city,Changsha,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/长沙市大围山区域生态和人文资源保护条例(FBM-CLI.10.1278315).txt,3_local_regulations,data protection
Implementation Measures of the Minor Protection Law of the People's Republic of China in Shaanxi Province (2024 Revision),30.05.2024,provincial,Shaanxi Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' rights and personal information.,TRUE,3_local_regulations/陕西省实施《中华人民共和国未成年人保护法》...(FBM-CLI.10.7543085).txt,3_local_regulations,data protection
Shaanxi Provincial Local Financial Regulations,24.03.2022,provincial,Shaanxi Province,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Incident Response & Notification']",['Financial Intermediation'],[],"['Information Processing', 'Information Dissemination']",Regulates local financial organizations and consumer protection.,FALSE,3_local_regulations/陕西省地方金融条例(FBM-CLI.10.5042030).txt,3_local_regulations,data protection
"Regulations on Promoting the Innovative Application of Unmanned Intelligent Connected Vehicles in Pudong New District, Shanghai",23.11.2022,city,Shanghai,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'Compliance Audits', 'Data Protection Management']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates unmanned vehicle testing and data protection.,FALSE,3_local_regulations/上海市浦东新区促进无驾驶人智能网联汽车创新...(FBM-CLI.10.5659935).txt,3_local_regulations,data protection
Henan Province Minors Protection Regulations,30.05.2024,provincial,Henan Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulations to protect minors' rights and privacy.,FALSE,3_local_regulations/河南省未成年人保护条例(2024)(FBM-CLI.10.7543030).txt,3_local_regulations,data protection
Sichuan Province Surveying Management Regulations (2020 Revision),12.06.2020,provincial,Sichuan Province,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates surveying activities and data protection.,FALSE,3_local_regulations/四川省测绘管理条例(2020修订)(FBM-CLI.10.1603013).txt,3_local_regulations,data protection
Regulations on the Prevention and Control of Industrial Solid Waste Pollution in Foshan,29.12.2023,city,Foshan,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/佛山市工业固体废物污染环境防治条例(FBM-CLI.10.7446199).txt,3_local_regulations,data protection
Regulations on Surveying and Geographic Information of Anhui Province,28.03.2024,provincial,Anhui Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates geographic information management and security.,FALSE,3_local_regulations/安徽省测绘地理信息条例(FBM-CLI.10.7440500).txt,3_local_regulations,data protection
Regulations on the Development and Application of Big Data in Hainan Province,27.09.2019,provincial,Hainan Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates big data development and protection.,FALSE,3_local_regulations/海南省大数据开发应用条例(FBM-CLI.10.1540084).txt,3_local_regulations,data protection
Guangzhou Digital Economy Promotion Regulations,31.12.2021,city,Guangzhou,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulations to promote digital economy and data management.,FALSE,3_local_regulations/广州市数字经济促进条例(FBM-CLI.10.5065746).txt,3_local_regulations,data protection
Sichuan Province Medical Institution Management Regulations (2022 Revision),02.12.2022,provincial,Sichuan Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']",['Health & Social Work'],"['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates medical institutions and protects patient privacy.,FALSE,3_local_regulations/四川省医疗机构管理条例(2022修订)(FBM-CLI.10.5671963).txt,3_local_regulations,data protection
Gansu Province Public Security Construction Regulations,27.09.2023,provincial,Gansu Province,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/甘肃省平安建设条例(FBM-CLI.10.7182027).txt,3_local_regulations,data protection
Decision on Strengthening Public Interest Litigation Work by the Standing Committee of the Hebei Provincial People's Congress,28.09.2019,provincial,Hebei Province,FALSE,general,[],"['Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",['Personal Information Protection'],"['Information Collection', 'Information Processing']",Strengthens public interest litigation and protects rights.,FALSE,3_local_regulations/河北省人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.1540808).txt,3_local_regulations,data protection
Regulations on the Innovative Development of Intelligent Connected Vehicles in Guangzhou,29.11.2024,city,Guangzhou,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'Compliance Audits', 'Impact Assessment']","['Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data protection in intelligent vehicles.,FALSE,3_local_regulations/广州市智能网联汽车创新发展条例(FBM-CLI.10.8461500).txt,3_local_regulations,data protection
Jilin Province Big Data Regulation (2023 Revision),01.12.2023,provincial,Jilin Province,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data processing and personal data protection.,TRUE,3_local_regulations/吉林省大数据条例(2023修订)(FBM-CLI.10.7296185).txt,3_local_regulations,data protection
Xinzhi City Electric Vehicle Management Regulations (2024 Revision),27.06.2024,city,Xinzhi City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']",[],[],,FALSE,3_local_regulations/忻州市电动车管理条例(2024修订)(FBM-CLI.10.7688995).txt,3_local_regulations,data protection
Regulations on Promoting the Construction of International Trade Center in Shanghai (2023 Revision),28.12.2023,city,Shanghai,FALSE,general,[],[],[],[],[],Regulations to enhance international trade in Shanghai.,FALSE,3_local_regulations/上海市推进国际贸易中心建设条例(2023修订)(FBM-CLI.10.7325040).txt,3_local_regulations,data protection
Regulations on Promoting the Construction of the Xiamen Area of China (Fujian) Pilot Free Trade Zone,27.08.2024,city,Xiamen,FALSE,general,[],[],[],[],[],Regulations for data flow and management.,FALSE,3_local_regulations/厦门经济特区促进中国(福建)自由贸易试验区厦...(FBM-CLI.10.7727856).txt,3_local_regulations,data protection
Regulations on the Promotion of New Energy Industry in Changzhou,18.01.2024,city,Changzhou,FALSE,general,[],[],"['Information Transmission, Software & IT Services']",[],[],Promotes new energy industry development.,FALSE,3_local_regulations/常州市新能源产业促进条例(FBM-CLI.10.7546414).txt,3_local_regulations,data protection
Beijing Foreign Investment Regulations,31.05.2024,city,Beijing,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/北京市外商投资条例(FBM-CLI.10.7545206).txt,3_local_regulations,data protection
Wuxi City Internet of Vehicles Development Promotion Regulations,01.03.2023,city,Wuxi,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification', 'Compliance Audits', 'Impact Assessment']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']","['Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulations to promote vehicle network development.,FALSE,3_local_regulations/无锡市车联网发展促进条例(FBM-CLI.10.6402897).txt,3_local_regulations,data protection
Gansu Province Anti-Domestic Violence Regulations,30.05.2024,provincial,Gansu Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulations to prevent and address domestic violence.,FALSE,3_local_regulations/甘肃省反家庭暴力条例(FBM-CLI.10.7543473).txt,3_local_regulations,data protection
Xingtai City Social Credit Promotion Regulations,01.07.2022,city,Xingtai City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulations to enhance social credit system.,FALSE,3_local_regulations/邢台市社会信用促进条例(FBM-CLI.10.5115884).txt,3_local_regulations,data protection
Zhejiang Province Peace Construction Regulations (2025 Revision),26.05.2023,provincial,Zhejiang Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Regulations for social governance and security.,FALSE,3_local_regulations/浙江省平安建设条例(2025修正)(FBM-CLI.10.8688626).txt,3_local_regulations,data protection
Regulations on Surveying and Geographic Information of Hebei Province,28.11.2024,provincial,Hebei Province,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],,FALSE,3_local_regulations/河北省测绘地理信息条例(FBM-CLI.10.8051771).txt,3_local_regulations,data protection
Regulations on the Protection of Minors in Xinjiang Uygur Autonomous Region (2022 Revision),27.05.2022,provincial,Xinjiang Uygur Autonomous Region,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' rights and personal information.,FALSE,3_local_regulations/新疆维吾尔自治区未成年人保护条例(2022修订)(FBM-CLI.10.5126703).txt,3_local_regulations,data protection
Regulations on the Development of International Data Centers in Hainan Free Trade Port,29.11.2024,provincial,Hainan Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']",['Cross-Border Transfer'],"['Information Processing', 'Information Dissemination']",Regulates data center operations and cross-border data flow.,TRUE,3_local_regulations/海南自由贸易港国际数据中心发展规定(FBM-CLI.10.8046935).txt,3_local_regulations,data protection
Shenzhen Special Economic Zone Data Regulations,29.06.2021,city,Shenzhen,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates personal data processing and protection.,FALSE,3_local_regulations/深圳经济特区数据条例(FBM-CLI.10.4201634).txt,3_local_regulations,data protection
Regulations on Safe Construction in Guangdong Province,01.12.2021,provincial,Guangdong Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'Platform Compliance']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social governance and public safety.,FALSE,3_local_regulations/广东省平安建设条例(FBM-CLI.10.4782366).txt,3_local_regulations,data protection
Beijing Local Financial Supervision and Administration Regulations,16.04.2021,city,Beijing,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Financial Intermediation'],[],"['Information Processing', 'Information Dissemination']",Regulates local financial organizations and consumer rights.,FALSE,3_local_regulations/北京市地方金融监督管理条例(FBM-CLI.10.4065273).txt,3_local_regulations,data protection
Hunan Province Cybersecurity and Informatization Regulations,03.12.2021,provincial,Hunan Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification', 'Impact Assessment']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Regulations for cybersecurity and data protection.,FALSE,3_local_regulations/湖南省网络安全和信息化条例(FBM-CLI.10.4781745).txt,3_local_regulations,data protection
Decision of the Standing Committee of the Guangdong Provincial People's Congress on Implementing the Real-Name Registration System for Telecommunications Users (2021 Revision),01.12.2021,provincial,Guangdong Province,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing']",Regulates real-name registration for telecom users.,FALSE,3_local_regulations/广东省人民代表大会常务委员会关于落实电信用...(FBM-CLI.10.4782389).txt,3_local_regulations,data protection
Chaozhou Historical and Cultural City Protection Regulations,15.11.2017,city,Chaozhou,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/潮州市历史文化名城保护条例(FBM-CLI.10.1424720).txt,3_local_regulations,data protection
Decision of the Standing Committee of the Tianjin Municipal People's Congress on Strengthening Legal Supervision Work of the Procuratorial Organs in the New Era,01.12.2022,city,Tianjin,FALSE,general,[],"['Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",['Personal Information Protection'],['Information Processing'],Strengthens legal supervision and personal information protection.,FALSE,3_local_regulations/天津市人民代表大会常务委员会关于加强新时代...(FBM-CLI.10.5665284).txt,3_local_regulations,data protection
Shenzhen Special Economic Zone Quality Regulations (2019 Revision),29.08.2019,city,Shenzhen,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates quality standards and management.,FALSE,3_local_regulations/深圳经济特区质量条例(2019修正)(FBM-CLI.10.1537171).txt,3_local_regulations,data protection
Hunan Province Communication Regulations,27.05.2017,provincial,Hunan Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates communication services and user data protection.,FALSE,3_local_regulations/湖南省通信条例(2017)(FBM-CLI.10.1278311).txt,3_local_regulations,data protection
Regulations on Data Application in Jiangxi Province,30.11.2023,provincial,Jiangxi Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data management and privacy protection.,TRUE,3_local_regulations/江西省数据应用条例(FBM-CLI.10.7282495).txt,3_local_regulations,data protection
Shanxi Province Minors Protection Regulations (2023 Revision),22.09.2023,provincial,Shanxi Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulations to protect minors' rights and privacy.,FALSE,3_local_regulations/山西省未成年人保护条例(2023修订)(FBM-CLI.10.7218824).txt,3_local_regulations,data protection
Regulations on Promoting Digital Economy in Jiangsu Province,31.05.2022,provincial,Jiangsu Province,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Impact Assessment']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Promotes data security and utilization.,FALSE,3_local_regulations/江苏省数字经济促进条例(FBM-CLI.10.5126543).txt,3_local_regulations,data protection
Regulations on Preventing Juvenile Crime in Guangdong Province (2023 Revision),27.09.2023,provincial,Guangdong Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' rights and prevents crime.,FALSE,3_local_regulations/广东省预防未成年人犯罪条例(2023修订)(FBM-CLI.10.7264048).txt,3_local_regulations,data protection
Measures for Implementing the Archives Law of the People's Republic of China in the Xinjiang Uygur Autonomous Region (2024 Revision),28.11.2024,provincial,Xinjiang Uygur Autonomous Region,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/新疆维吾尔自治区实施《中华人民共和国档案法...(FBM-CLI.10.8053529).txt,3_local_regulations,data protection
Decision on Deepening the Construction of a Safe Guangdong,02.06.2017,provincial,Guangdong Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Enhances social governance and public safety.,FALSE,3_local_regulations/广东省人民代表大会常务委员会关于深化平安广...(FBM-CLI.10.1279383).txt,3_local_regulations,data protection
Jiuquan City Civilization Behavior Promotion Regulations,23.05.2024,city,Jiuquan City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulations to promote civilized behavior in society.,FALSE,3_local_regulations/酒泉市文明行为促进条例(FBM-CLI.10.7704661).txt,3_local_regulations,data protection
Henan Province Cybersecurity Regulations,26.11.2022,provincial,Henan Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates cybersecurity and personal data protection.,TRUE,3_local_regulations/河南省网络安全条例(FBM-CLI.10.5663311).txt,3_local_regulations,data protection
Wuxi Social Governance Promotion Regulations,27.10.2022,city,Wuxi,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulations for enhancing social governance.,FALSE,3_local_regulations/无锡市社会治理促进条例(FBM-CLI.10.5667603).txt,3_local_regulations,data protection
Sichuan Provincial Data Regulations,02.12.2022,provincial,Sichuan Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data management and protection.,TRUE,3_local_regulations/四川省数据条例(FBM-CLI.10.5671842).txt,3_local_regulations,data protection
Decision of the Standing Committee of the Zhuhai Municipal People's Congress on Strengthening Public Interest Litigation Work,30.07.2021,city,Zhuhai,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Strengthening public interest litigation and data protection.,FALSE,3_local_regulations/珠海市人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.4224961).txt,3_local_regulations,data protection
Wuxi City Digital Transformation Promotion Regulations,26.04.2023,city,Wuxi,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes digital transformation and data protection.,FALSE,3_local_regulations/无锡市数字化转型促进条例(FBM-CLI.10.6959521).txt,3_local_regulations,data protection
Shenzhen Special Economic Zone Digital Economy Industry Promotion Regulations,30.08.2022,city,Shenzhen,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes digital economy and data protection.,FALSE,3_local_regulations/深圳经济特区数字经济产业促进条例(FBM-CLI.10.5536305).txt,3_local_regulations,data protection
Zhejiang Provincial Safe Construction Regulations,26.05.2023,provincial,Zhejiang Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulations for public safety and risk management.,FALSE,3_local_regulations/浙江省平安建设条例(FBM-CLI.10.6938226).txt,3_local_regulations,data protection
Decision of the Standing Committee of the Beijing Municipal People's Congress on Further Strengthening the City's Anti-Telecom Network Fraud Work,31.05.2024,city,Beijing,FALSE,general,[],"['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Strengthens anti-fraud measures and protects personal information.,FALSE,3_local_regulations/北京市人民代表大会常务委员会关于进一步加强...(FBM-CLI.10.7545204).txt,3_local_regulations,data protection
Shenzhen Special Economic Zone Anti-Drug Regulations,30.10.2024,city,Shenzhen,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/深圳经济特区禁毒条例(FBM-CLI.10.7934985).txt,3_local_regulations,data protection
Decision of the Standing Committee of the Jiangsu Provincial People's Congress on Amending the Jiangsu Provincial Water Resources Management Regulations and Other Twenty Local Regulations,14.01.2025,provincial,Jiangsu Province,FALSE,general,[],"['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",['Personal Information Protection'],[],Amendments to enhance personal information protection.,FALSE,3_local_regulations/江苏省人民代表大会常务委员会关于修改《江苏...(FBM-CLI.10.8475298).txt,3_local_regulations,data protection
