title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Changsha Daweishan Area Ecological and Cultural Resources Protection Regulation,2017-02-24,city,Changsha City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/长沙市大围山区域生态和人文资源保护条例(FBM-CLI.10.1278315).txt,data_protection
Shaanxi Province Implementation Measures for the Law of the People's Republic of China on the Protection of Minors (2024 Revision),2024-05-30,provincial,Shaanxi Province,False,sensitive,[],[],"['Education', 'Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' personal data and privacy rights,False,data_protection/3_local_regulations/陕西省实施《中华人民共和国未成年人保护法》...(FBM-CLI.10.7543085).txt,data_protection
Shaanxi Provincial Local Financial Regulations,2022-03-24,provincial,Shaanxi Province,False,general,"['Know & Decide', 'Security & Management', 'Incident Response & Notification', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']",['Financial Intermediation'],[],"['Information Processing', 'Information Dissemination']",Regulates financial orgs to protect consumer data and manage risks,False,data_protection/3_local_regulations/陕西省地方金融条例(FBM-CLI.10.5042030).txt,data_protection
"Regulations on Promoting Innovation Application of Driverless Intelligent Connected Vehicles in Pudong New Area, Shanghai",2022-11-23,city,Shanghai Pudong New Area,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Cross-Border Transfer']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",['Cross-Border Transfer'],"['Information Processing', 'Information Dissemination']",Regulates driverless vehicle data security and privacy protection,False,data_protection/3_local_regulations/上海市浦东新区促进无驾驶人智能网联汽车创新...(FBM-CLI.10.5659935).txt,data_protection
Henan Province Minor Protection Regulation (2024),2024-05-30,provincial,Henan Province,False,sensitive,"['Know & Decide', 'Convenient Exercise & Remedy']",[],"['Education', 'Health & Social Work', 'Information Transmission, Software & IT Services', 'Accommodation & Catering', 'Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' personal data and privacy rights,False,data_protection/3_local_regulations/河南省未成年人保护条例(2024)(FBM-CLI.10.7543030).txt,data_protection
Sichuan Province Surveying and Mapping Management Regulations (2020 Revision),2020-06-12,provincial,Sichuan Province,True,general,[],[],"['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],[],Regulates surveying activities and geographic data security,False,data_protection/3_local_regulations/四川省测绘管理条例(2020修订)(FBM-CLI.10.1603013).txt,data_protection
Foshan City Industrial Solid Waste Pollution Prevention and Control Regulations,2023-12-29,city,Foshan City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/佛山市工业固体废物污染环境防治条例(FBM-CLI.10.7446199).txt,data_protection
Anhui Province Surveying and Mapping Geographic Information Regulations,2024-03-28,provincial,Anhui Province,True,general,[],[],"['Information Transmission, Software & IT Services']",[],[],Regulates surveying data management and geographic information security,False,data_protection/3_local_regulations/安徽省测绘地理信息条例(FBM-CLI.10.7440500).txt,data_protection
Hainan Province Big Data Development and Application Regulation,2019-09-27,provincial,Hainan Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Health & Social Work', 'Education', 'Financial Intermediation', 'Public Administration, Social Security & Social Organizations', 'Culture, Sports & Entertainment']",[],['Information Processing'],"Regulates big data use, promotes security and data sharing",False,data_protection/3_local_regulations/海南省大数据开发应用条例(FBM-CLI.10.1540084).txt,data_protection
Guangzhou Digital Economy Promotion Regulation,2022-06-01,city,Guangzhou City,True,general,[],[],"['Information Transmission, Software & IT Services', 'Manufacturing', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Transportation, Storage & Postal Services', 'Wholesale & Retail Trade', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Public Administration, Social Security & Social Organizations', 'Culture, Sports & Entertainment', 'Resident Services, Repair & Other Services', 'Scientific Research & Technical Services', 'Construction', 'Leasing & Business Services']",[],[],Promotes digital economy without specific privacy measures,False,data_protection/3_local_regulations/广州市数字经济促进条例(FBM-CLI.10.5065746).txt,data_protection
Sichuan Province Medical Institution Administration Regulations (2022 Revision),2022-12-02,provincial,Sichuan Province,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']",['Health & Social Work'],[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates medical institutions to protect patient privacy and data security.,False,data_protection/3_local_regulations/四川省医疗机构管理条例(2022修订)(FBM-CLI.10.5671963).txt,data_protection
Gansu Province Peace Construction Regulation,2023-09-27,provincial,Gansu Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/甘肃省平安建设条例(FBM-CLI.10.7182027).txt,data_protection
Decision of the Standing Committee of the Hebei Provincial People's Congress on Strengthening Procuratorial Public Interest Litigation,2019-09-28,provincial,Hebei Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/河北省人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.1540808).txt,data_protection
Guangzhou Intelligent Connected Vehicle Innovation Development Regulation,2025-02-28,city,Guangzhou City,False,sensitive,[],"['Security & Management', 'Incident Response & Notification', 'Cross-Border Transfer']","['Manufacturing', 'Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data security and privacy in intelligent connected vehicles.,False,data_protection/3_local_regulations/广州市智能网联汽车创新发展条例(FBM-CLI.10.8461500).txt,data_protection
Jilin Province Big Data Regulation (2023 Revision),2023-12-01,provincial,Jilin Province,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Manufacturing', 'Public Administration, Social Security & Social Organizations', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Wholesale & Retail Trade', 'Scientific Research & Technical Services', 'Resident Services, Repair & Other Services', 'Construction']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates data processing and protection in Jilin Province,True,data_protection/3_local_regulations/吉林省大数据条例(2023修订)(FBM-CLI.10.7296185).txt,data_protection
Xinzhou City Electric Bicycle Management Regulations (2024 Revision),2024-07-26,city,Xinzhou City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/忻州市电动车管理条例(2024修订)(FBM-CLI.10.7688995).txt,data_protection
Shanghai Regulations on Promoting the Construction of International Trade Center (2023 Revision),2023-12-28,city,Shanghai City,True,general,[],[],"['Wholesale & Retail Trade', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Public Administration, Social Security & Social Organizations']",[],[],,False,data_protection/3_local_regulations/上海市推进国际贸易中心建设条例(2023修订)(FBM-CLI.10.7325040).txt,data_protection
Regulations on Promoting the Construction of Xiamen Area of China (Fujian) Pilot Free Trade Zone (2024 Revision),2016-08-31,city,Xiamen City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/厦门经济特区促进中国(福建)自由贸易试验区厦...(FBM-CLI.10.7727856).txt,data_protection
Changzhou New Energy Industry Promotion Regulation,2024-06-01,city,Changzhou City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/常州市新能源产业促进条例(FBM-CLI.10.7546414).txt,data_protection
Beijing Foreign Investment Regulations,2024-05-31,city,Beijing City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/北京市外商投资条例(FBM-CLI.10.7545206).txt,data_protection
Wuxi City Internet of Vehicles Development Promotion Regulation,2023-01-12,city,Wuxi City,False,sensitive,[],"['Security & Management', 'Impact Assessment', 'Incident Response & Notification', 'Cross-Border Transfer']","['Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Manufacturing', 'Scientific Research & Technical Services', 'Financial Intermediation']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes IoV data security and personal information protection,False,data_protection/3_local_regulations/无锡市车联网发展促进条例(FBM-CLI.10.6402897).txt,data_protection
Gansu Province Anti-Domestic Violence Regulation,2024-05-30,provincial,Gansu Province,False,sensitive,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Education']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates domestic violence prevention and victim data protection,True,data_protection/3_local_regulations/甘肃省反家庭暴力条例(FBM-CLI.10.7543473).txt,data_protection
Xingtai City Social Credit Promotion Regulation,2022-07-01,city,Xingtai City,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Financial Intermediation', 'Health & Social Work', 'Education', 'Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates social credit data collection, management, and protection.",False,data_protection/3_local_regulations/邢台市社会信用促进条例(FBM-CLI.10.5115884).txt,data_protection
Zhejiang Province Peace Construction Regulation (2025 Amendment),2023-05-26,provincial,Zhejiang Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/浙江省平安建设条例(2025修正)(FBM-CLI.10.8688626).txt,data_protection
Hebei Province Surveying and Mapping Geographic Information Regulation,2024-11-28,provincial,Hebei Province,False,general,[],['Security & Management'],"['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates surveying data security and personal information protection,False,data_protection/3_local_regulations/河北省测绘地理信息条例(FBM-CLI.10.8051771).txt,data_protection
Regulations on the Protection of Minors in Xinjiang Uygur Autonomous Region (2022 Revision),2022-05-27,provincial,Xinjiang Uygur Autonomous Region,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Education', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Information Transmission, Software & IT Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' privacy and personal data rights,False,data_protection/3_local_regulations/新疆维吾尔自治区未成年人保护条例(2022修订)(FBM-CLI.10.5126703).txt,data_protection
Hainan Free Trade Port International Data Center Development Regulations,2024-11-29,provincial,Hainan Province,False,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Culture, Sports & Entertainment', 'Public Administration, Social Security & Social Organizations']",['Cross-Border Transfer'],"['Information Processing', 'Information Dissemination']",Promotes secure cross-border data flow and data center development.,True,data_protection/3_local_regulations/海南自由贸易港国际数据中心发展规定(FBM-CLI.10.8046935).txt,data_protection
Shenzhen Special Economic Zone Data Regulations,2021-06-29,city,Shenzhen City,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Impact Assessment', 'Incident Response & Notification', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Education']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates personal data processing and protection in Shenzhen,False,data_protection/3_local_regulations/深圳经济特区数据条例(FBM-CLI.10.4201634).txt,data_protection
Guangdong Province Peace Construction Regulation,2021-12-01,provincial,Guangdong Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/广东省平安建设条例(FBM-CLI.10.4782366).txt,data_protection
Beijing Local Financial Supervision and Administration Regulation,2021-04-16,city,Beijing City,True,general,[],[],"['Financial Intermediation', 'Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],[],"Regulates local financial supervision, consumer rights, and risk prevention.",False,data_protection/3_local_regulations/北京市地方金融监督管理条例(FBM-CLI.10.4065273).txt,data_protection
Hunan Province Cybersecurity and Informatization Regulation,2021-12-03,provincial,Hunan Province,False,general,[],"['Security & Management', 'Incident Response & Notification', 'De-Identification']","['Information Transmission, Software & IT Services', 'Manufacturing', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Health & Social Work', 'Education', 'Financial Intermediation', 'Public Administration, Social Security & Social Organizations', 'Wholesale & Retail Trade', 'Transportation, Storage & Postal Services', 'Accommodation & Catering', 'Culture, Sports & Entertainment', 'Leasing & Business Services', 'Scientific Research & Technical Services', 'Water Conservancy, Environment & Public Facilities Management']","['De-Identification', 'Cross-Border Transfer']","['Information Processing', 'Information Dissemination']",Promotes cybersecurity and data protection measures,False,data_protection/3_local_regulations/湖南省网络安全和信息化条例(FBM-CLI.10.4781745).txt,data_protection
Decision of the Standing Committee of the Guangdong Provincial People's Congress on Implementing the Real-Name Registration System for Telecom Users (2021 Amendment),2015-12-30,provincial,Guangdong Province,False,general,"['Know & Decide', 'Convenient Exercise & Remedy']","['Security & Management', 'Outsourced Processing', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Mandates real-name registration to protect telecom user data,False,data_protection/3_local_regulations/广东省人民代表大会常务委员会关于落实电信用...(FBM-CLI.10.4782389).txt,data_protection
Chaozhou Historical and Cultural City Protection Regulation,2017-11-15,city,Chaozhou City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/潮州市历史文化名城保护条例(FBM-CLI.10.1424720).txt,data_protection
Decision of the Standing Committee of Tianjin Municipal People's Congress on Strengthening Legal Supervision of Procuratorial Organs in the New Era,2022-12-01,city,Tianjin City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/天津市人民代表大会常务委员会关于加强新时代...(FBM-CLI.10.5665284).txt,data_protection
Shenzhen Special Economic Zone Quality Regulation (2019 Amendment),2017-04-27,city,Shenzhen City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/深圳经济特区质量条例(2019修正)(FBM-CLI.10.1537171).txt,data_protection
Hunan Province Communications Regulations (2017),2017-05-27,provincial,Hunan Province,False,general,"['Know & Decide', 'Access & Copy', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates communication services and user data protection,False,data_protection/3_local_regulations/湖南省通信条例(2017)(FBM-CLI.10.1278311).txt,data_protection
Jiangxi Province Data Application Regulations,2023-11-30,provincial,Jiangxi Province,False,general,[],"['Security & Management', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Manufacturing', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Health & Social Work', 'Education', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Public Administration, Social Security & Social Organizations', 'Financial Intermediation']",[],"['Information Collection', 'Information Processing']",Regulates data use and protection in Jiangxi Province,True,data_protection/3_local_regulations/江西省数据应用条例(FBM-CLI.10.7282495).txt,data_protection
Shanxi Province Minor Protection Regulation (2023 Revision),2023-09-22,provincial,Shanxi Province,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Education', 'Health & Social Work', 'Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' privacy and personal data rights,False,data_protection/3_local_regulations/山西省未成年人保护条例(2023修订)(FBM-CLI.10.7218824).txt,data_protection
Jiangsu Province Digital Economy Promotion Regulation,2022-05-31,provincial,Jiangsu Province,False,general,[],"['Security & Management', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Manufacturing', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations', 'Culture, Sports & Entertainment', 'Resident Services, Repair & Other Services']","['Cross-Border Transfer', 'De-Identification']","['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes data security and regulated data use in digital economy,False,data_protection/3_local_regulations/江苏省数字经济促进条例(FBM-CLI.10.5126543).txt,data_protection
Guangdong Province Regulations on the Prevention of Juvenile Delinquency (2023 Revision),2023-09-27,provincial,Guangdong Province,False,sensitive,[],[],"['Education', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Information Transmission, Software & IT Services']",['Parental Consent for Minors'],[],Protects minors' privacy and personal information rights,False,data_protection/3_local_regulations/广东省预防未成年人犯罪条例(2023修订)(FBM-CLI.10.7264048).txt,data_protection
Measures for the Implementation of the Archives Law of the People's Republic of China in Xinjiang Uygur Autonomous Region (2024 Revision),2024-11-28,provincial,Xinjiang Uygur Autonomous Region,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/新疆维吾尔自治区实施《中华人民共和国档案法...(FBM-CLI.10.8053529).txt,data_protection
Decision of the Standing Committee of the Guangdong Provincial People's Congress on Deepening the Construction of Safe Guangdong,2017-06-02,provincial,Guangdong Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/广东省人民代表大会常务委员会关于深化平安广...(FBM-CLI.10.1279383).txt,data_protection
Jiuquan City Civilized Behavior Promotion Regulation,2024-05-23,city,Jiuquan City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/酒泉市文明行为促进条例(FBM-CLI.10.7704661).txt,data_protection
Henan Province Cybersecurity Regulation,2022-11-26,provincial,Henan Province,False,sensitive,"['Know & Decide', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Enhances cybersecurity and personal data protection measures,True,data_protection/3_local_regulations/河南省网络安全条例(FBM-CLI.10.5663311).txt,data_protection
Wuxi City Social Governance Promotion Regulation,2022-10-27,city,Wuxi City,True,general,[],[],[],[],[],Promotes social governance without specific privacy measures,False,data_protection/3_local_regulations/无锡市社会治理促进条例(FBM-CLI.10.5667603).txt,data_protection
Sichuan Province Data Regulations,2022-12-02,provincial,Sichuan Province,False,general,[],"['Security & Management', 'Outsourced Processing', 'Incident Response & Notification']",[],[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data management and protection in Sichuan Province,True,data_protection/3_local_regulations/四川省数据条例(FBM-CLI.10.5671842).txt,data_protection
Decision of the Standing Committee of Zhuhai Municipal People's Congress on Strengthening Procuratorial Public Interest Litigation,2021-07-30,city,Zhuhai City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/珠海市人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.4224961).txt,data_protection
Wuxi Digital Transformation Promotion Regulation,2023-04-26,city,Wuxi City,True,general,[],[],"['Manufacturing', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations']",[],[],Promotes digital transformation without specific privacy measures,False,data_protection/3_local_regulations/无锡市数字化转型促进条例(FBM-CLI.10.6959521).txt,data_protection
Shenzhen Special Economic Zone Digital Economy Industry Promotion Regulation,2022-08-30,city,Shenzhen City,True,general,[],[],"['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Culture, Sports & Entertainment', 'Accommodation & Catering', 'Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations', 'Wholesale & Retail Trade', 'Manufacturing']",[],[],Promotes digital economy development with general data protection principles,False,data_protection/3_local_regulations/深圳经济特区数字经济产业促进条例(FBM-CLI.10.5536305).txt,data_protection
Zhejiang Province Peace Construction Regulation,2023-05-26,provincial,Zhejiang Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/浙江省平安建设条例(FBM-CLI.10.6938226).txt,data_protection
Beijing Municipal People's Congress Standing Committee Decision on Further Strengthening Anti-Telecommunication Network Fraud Work in Beijing,2024-05-31,city,Beijing City,False,general,[],['Security & Management'],"['Financial Intermediation', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Enhances anti-fraud measures and personal data protection,False,data_protection/3_local_regulations/北京市人民代表大会常务委员会关于进一步加强...(FBM-CLI.10.7545204).txt,data_protection
Shenzhen Special Economic Zone Drug Control Regulations,2024-10-30,city,Shenzhen City,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Regulates drug control with data protection measures,False,data_protection/3_local_regulations/深圳经济特区禁毒条例(FBM-CLI.10.7934985).txt,data_protection
Decision of the Standing Committee of the Jiangsu Provincial People's Congress on Amending Twenty Local Regulations Including the Jiangsu Provincial Water Resources Management Regulations,2025-01-14,provincial,Jiangsu Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/江苏省人民代表大会常务委员会关于修改《江苏...(FBM-CLI.10.8475298).txt,data_protection
Measures for the Implementation of the Law of the People's Republic of China on the Protection of Minors in Gansu Province (2021 Revision),2021-11-26,provincial,Gansu Province,False,sensitive,"['Know & Decide', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']",[],"['Education', 'Information Transmission, Software & IT Services', 'Resident Services, Repair & Other Services', 'Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' privacy and personal information rights,False,data_protection/3_local_regulations/甘肃省实施《中华人民共和国未成年人保护法》...(FBM-CLI.10.4778721).txt,data_protection
Shantou Special Economic Zone Digital Economy Promotion Regulation,2023-08-14,city,Shantou City,False,general,[],"['Security & Management', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Outsourced Processing']","['Agriculture, Forestry, Animal Husbandry & Fishery', 'Manufacturing', 'Wholesale & Retail Trade', 'Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Education', 'Health & Social Work', 'Culture, Sports & Entertainment', 'Public Administration, Social Security & Social Organizations']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes data security and regulated digital economy development,False,data_protection/3_local_regulations/汕头经济特区数字经济促进条例(FBM-CLI.10.7084851).txt,data_protection
Regulations on the Promotion of Social Governance in Haibei Tibetan Autonomous Prefecture,2024-09-26,provincial,Qinghai Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/海北藏族自治州社会治理促进条例(FBM-CLI.10.7807284).txt,data_protection
Beijing Minor Protection Regulations (2023 Revision),2023-05-26,city,Beijing City,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy', 'Parental Consent for Minors']","['Security & Management', 'Protection Officer', 'Incident Response & Notification', 'Outsourced Processing']","['Education', 'Information Transmission, Software & IT Services', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' privacy and personal information rights,False,data_protection/3_local_regulations/北京市未成年人保护条例(2023修订)(FBM-CLI.10.6938217).txt,data_protection
Decision of the Tianjin Municipal People's Congress Standing Committee on Strengthening Legal Supervision of Procuratorial Organs in the New Era (2024 Amendment),2022-12-01,city,Tianjin City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/天津市人民代表大会常务委员会关于加强新时代...(FBM-CLI.10.7951384).txt,data_protection
Shaanxi Province Big Data Regulation,2022-09-29,provincial,Shaanxi Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Agriculture, Forestry, Animal Husbandry & Fishery', 'Manufacturing', 'Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Education', 'Health & Social Work', 'Culture, Sports & Entertainment', 'Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Regulates big data use and security to protect data privacy,False,data_protection/3_local_regulations/陕西省大数据条例(FBM-CLI.10.5577942).txt,data_protection
Yantai City Regulations on the Management of Passenger Taxi Services,2024-07-25,city,Yantai City,False,general,[],['Security & Management'],"['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Regulates taxi services and personal data protection in vehicle monitoring,False,data_protection/3_local_regulations/烟台市客运出租汽车管理若干规定(FBM-CLI.10.7690490).txt,data_protection
Puyang City Grassroots Grid Service Management Regulations,2024-07-05,city,Puyang City,False,general,[],['Security & Management'],"['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates grassroots grid management and data security,False,data_protection/3_local_regulations/濮阳市基层网格化服务管理条例(FBM-CLI.10.7719863).txt,data_protection
Shanxi Province Digital Economy Promotion Regulation,2022-12-09,provincial,Shanxi Province,True,general,[],[],"['Information Transmission, Software & IT Services', 'Manufacturing', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Accommodation & Catering', 'Wholesale & Retail Trade', 'Scientific Research & Technical Services', 'Resident Services, Repair & Other Services', 'Construction', 'Water Conservancy, Environment & Public Facilities Management']",[],[],Promotes digital economy development without specific privacy measures,False,data_protection/3_local_regulations/山西省数字经济促进条例(FBM-CLI.10.5680920).txt,data_protection
Zhejiang Province Food Safety Digital Traceability Regulations,2023-09-28,provincial,Zhejiang Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Manufacturing', 'Wholesale & Retail Trade', 'Accommodation & Catering', 'Agriculture, Forestry, Animal Husbandry & Fishery']",[],"['Information Collection', 'Information Processing']",Regulates digital traceability to enhance food safety and data security.,False,data_protection/3_local_regulations/浙江省食品安全数字化追溯规定(FBM-CLI.10.7186540).txt,data_protection
Shenzhen Special Economic Zone Consumer Rights Protection Regulations,2023-11-29,city,Shenzhen City,False,general,[],[],"['Wholesale & Retail Trade', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Accommodation & Catering', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']",[],[],Protects consumer rights including personal data handling,True,data_protection/3_local_regulations/深圳经济特区消费者权益保护条例(FBM-CLI.10.7283120).txt,data_protection
Regulations of China (Hebei) Pilot Free Trade Zone,2020-09-24,provincial,Hebei Province,True,general,[],[],"['Manufacturing', 'Financial Intermediation', 'Information Transmission, Software & IT Services', 'Health & Social Work', 'Transportation, Storage & Postal Services']",[],[],"Promotes trade and innovation, limited privacy focus",False,data_protection/3_local_regulations/中国(河北)自由贸易试验区条例(FBM-CLI.10.1637759).txt,data_protection
